,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,Cluster_km,SSamp
10201,2020-10-2-12,Format3,480,70,33600,Inter226,Web,Mobile,Video,2191818,862136,799109,5697,1702.06,0.35,1106.34,0.71,2.13,0.3,3,0.6163702878110274
10202,2020-11-20-15,Format6,336,250,84000,Inter218,App,Mobile,Video,255013,164638,140464,21965,1702.41,0.35,1106.57,15.64,12.12,0.08,0,0.24258682385144
10203,2020-10-22-8,Format5,720,300,216000,inter230,Video,Mobile,Display,211108,149281,125725,13863,1702.48,0.35,1106.61,11.03,13.54,0.12,0,0.647363711540192
10204,2020-9-3-8,Format3,480,70,33600,Inter223,Web,Mobile,Display,865741,625911,597926,2915,1702.49,0.35,1106.62,0.49,2.85,0.58,3,0.6178493002434012
10205,2020-11-21-9,Format3,480,70,33600,Inter223,Web,Mobile,Display,1101339,600482,578168,2750,1702.61,0.35,1106.69,0.48,2.94,0.62,3,0.618333230456211
10206,2020-10-24-9,Format5,720,300,216000,Inter229,Video,Desktop,Display,171847,123256,105731,15914,1702.6,0.35,1106.69,15.05,16.1,0.11,0,0.6134469914348515
10207,2020-10-4-0,Format6,336,250,84000,Inter223,Web,Mobile,Video,228550,155589,137338,15649,1703.06,0.35,1106.99,11.39,12.4,0.11,0,0.19653074944397883
10208,2020-11-1-2,Format1,300,250,75000,Inter220,Web,Mobile,Display,1810913,1132233,1098826,2655,1703.06,0.35,1106.99,0.24,1.55,0.64,3,0.541667202345715
10209,2020-9-6-12,Format3,480,70,33600,Inter228,Video,Mobile,Display,2442134,1045223,970338,5777,1703.2,0.35,1107.08,0.6,1.76,0.29,3,0.6156192549307029
10210,2020-11-11-18,Format6,336,250,84000,Inter218,App,Mobile,Display,3499644,1264744,1183671,6066,1703.29,0.35,1107.14,0.51,1.44,0.28,3,0.3756671136082248
10211,2020-9-26-15,Format5,720,300,216000,Inter228,Video,Mobile,Video,325017,198968,174056,20055,1703.42,0.35,1107.22,11.52,9.79,0.08,0,0.663740745344381
10212,2020-11-10-22,Format3,480,70,33600,Inter222,Video,Desktop,Display,4810546,1670805,1536646,7016,1703.48,0.35,1107.26,0.46,1.11,0.24,3,0.416901319402404
10213,2020-11-2-21,Format3,480,70,33600,Inter228,Video,Mobile,Video,3430841,1466037,1411051,6250,1703.5,0.35,1107.28,0.44,1.21,0.27,3,0.5374424674500857
10214,2020-10-25-17,Format6,336,250,84000,Inter217,Web,Desktop,Video,2784350,1039609,967906,6350,1703.82,0.35,1107.49,0.66,1.76,0.27,3,0.36145943866140595
10215,2020-11-3-16,Format3,480,70,33600,Inter228,Video,Mobile,Video,1629275,816009,774189,4702,1704.12,0.35,1107.68,0.61,2.2,0.36,3,0.631646565964165
10216,2020-10-30-11,Format3,480,70,33600,Inter227,App,Mobile,Display,2048181,971867,917593,3878,1704.36,0.35,1107.84,0.42,1.86,0.44,3,0.6501964657025057
10217,2020-10-7-19,Format3,480,70,33600,Inter217,Web,Desktop,Video,2365996,1020790,977810,5803,1704.51,0.35,1107.93,0.59,1.74,0.29,3,0.6161816706206459
10218,2020-10-31-5,Format1,300,250,75000,Inter217,Web,Desktop,Display,1409091,885177,858662,2269,1704.58,0.35,1107.98,0.26,1.99,0.75,3,0.5280178808137344
10219,2020-10-5-20,Format3,480,70,33600,Inter226,Web,Mobile,Video,3791499,1090932,1008905,7734,1705.46,0.35,1108.55,0.77,1.69,0.22,3,0.5516046845722962
10220,2020-10-2-8,Format3,480,70,33600,Inter220,Web,Mobile,Display,1321701,709706,667320,4225,1705.62,0.35,1108.65,0.63,2.56,0.4,3,0.6275465385895395
10221,2020-11-20-9,Format5,720,300,216000,Inter218,App,Mobile,Display,168816,125811,107829,19485,1705.76,0.35,1108.75,18.07,15.82,0.09,0,0.5885021058111308
10222,2020-10-30-21,Format3,480,70,33600,Inter220,Web,Mobile,Display,4024048,1368852,1283690,6617,1705.8,0.35,1108.77,0.52,1.33,0.26,3,0.5229661074987889
10223,2020-11-17-6,Format1,300,250,75000,Inter221,App,Mobile,Display,1708236,836770,819965,1904,1705.91,0.35,1108.84,0.23,2.08,0.9,3,0.5124512282424135
10224,2020-10-2-17,Format6,336,250,84000,Inter218,App,Mobile,Video,2703167,963028,895377,6601,1706.06,0.35,1108.94,0.74,1.91,0.26,3,0.34876682915893026
10225,2020-9-30-16,Format3,480,70,33600,Inter223,Web,Mobile,Display,2609857,1014858,904913,7058,1706.27,0.35,1109.07,0.78,1.89,0.24,3,0.5889762976414594
10226,2020-11-1-9,Format4,120,600,72000,Inter223,Web,Mobile,Display,178682,130955,111408,23250,1706.29,0.35,1109.09,20.87,15.32,0.07,2,0.28754509642415826
10227,2020-11-8-0,Format6,336,250,84000,Inter222,Video,Desktop,Display,2467698,972320,900342,3872,1706.45,0.35,1109.19,0.43,1.9,0.44,3,0.42820227972325403
10228,2020-10-18-16,Format3,480,70,33600,Inter222,Video,Desktop,Video,2699243,1000204,925372,5899,1706.49,0.35,1109.22,0.64,1.84,0.29,3,0.6116371130978573
10229,2020-11-9-14,Format6,336,250,84000,Inter226,Web,Mobile,Display,3315892,1298839,1223561,6169,1706.68,0.35,1109.34,0.5,1.39,0.28,3,0.37738776197784646
10230,2020-9-18-1,Format1,300,250,75000,Inter218,App,Mobile,Display,1827877,1222702,1189959,2525,1706.75,0.35,1109.39,0.21,1.43,0.68,3,0.5425505897553705
10231,2020-9-28-16,Format5,720,300,216000,Inter217,Web,Desktop,Video,381909,213913,179926,19883,1706.85,0.35,1109.45,11.05,9.49,0.09,0,0.6617872608961091
10232,2020-9-9-16,Format5,720,300,216000,Inter225,Video,Mobile,Display,338661,187697,162725,19748,1706.91,0.35,1109.49,12.14,10.49,0.09,0,0.6669954569260028
10233,2020-10-12-12,Format6,336,250,84000,Inter227,App,Mobile,Video,376005,208215,177632,21500,1706.92,0.35,1109.5,12.1,9.61,0.08,0,0.2618599216662238
10234,2020-9-10-17,Format6,336,250,84000,Inter227,App,Mobile,Display,1821412,906337,873583,4728,1707.01,0.35,1109.55,0.54,1.95,0.36,3,0.389987827131716
10235,2020-10-31-2,Format6,336,250,84000,Inter223,Web,Mobile,Display,1597702,1041139,1009994,2491,1707.0,0.35,1109.55,0.25,1.69,0.69,3,0.4705024950108448
10236,2020-10-16-16,Format7,300,600,180000,Inter221,App,Mobile,Video,2397470,969730,901382,5648,1707.25,0.35,1109.71,0.63,1.89,0.3,3,0.023605809140924645
10237,2020-9-12-18,Format3,480,70,33600,Inter224,Web,Desktop,Video,1731202,912882,884069,5088,1707.26,0.35,1109.72,0.58,1.93,0.34,3,0.6300038728317976
10238,2020-11-11-17,Format3,480,70,33600,Inter224,Web,Desktop,Display,1989404,979669,934123,4747,1707.67,0.35,1109.99,0.51,1.83,0.36,3,0.6381089838560962
10239,2020-9-5-16,Format6,336,250,84000,Inter224,Web,Desktop,Display,1500482,770254,728754,4625,1708.17,0.35,1110.31,0.63,2.34,0.37,3,0.372418904341595
10240,2020-9-5-11,Format3,480,70,33600,inter230,Video,Mobile,Display,1759659,836006,774523,4494,1708.31,0.35,1110.4,0.58,2.21,0.38,3,0.6382162468715986
10241,2020-10-26-17,Format3,480,70,33600,Inter224,Web,Desktop,Display,3192174,1171025,1089295,6728,1708.34,0.35,1110.42,0.62,1.57,0.25,3,0.5844429175239111
10242,2020-9-30-14,Format3,480,70,33600,Inter219,Video,Desktop,Video,2275706,860424,769659,6262,1708.47,0.35,1110.5,0.81,2.22,0.27,3,0.6015004075864667
10243,2020-9-4-6,Format1,300,250,75000,Inter225,Video,Mobile,Video,1609458,889223,872406,1934,1708.79,0.35,1110.71,0.22,1.96,0.88,3,0.5176905884387198
10244,2020-10-5-12,Format3,480,70,33600,Inter227,App,Mobile,Video,2544430,845384,789096,5770,1709.04,0.35,1110.87,0.73,2.17,0.3,3,0.6118109145242832
10245,2020-11-4-17,Format5,720,300,216000,Inter218,App,Mobile,Display,424623,221939,181309,23334,1709.11,0.35,1110.92,12.87,9.43,0.07,0,0.6430765442877612
10246,2020-11-22-14,Format3,480,70,33600,inter230,Video,Mobile,Display,1583709,858933,827841,4007,1709.1,0.35,1110.92,0.48,2.06,0.43,3,0.6453576210938746
10247,2020-10-3-0,Format5,720,300,216000,Inter218,App,Mobile,Video,205840,145530,128805,14249,1709.15,0.35,1110.95,11.06,13.27,0.12,0,0.6515412266416636
10248,2020-11-15-20,Format6,336,250,84000,inter230,Video,Mobile,Video,485607,229532,180831,21459,1709.5,0.35,1111.17,11.87,9.45,0.08,0,0.26252027759876756
10249,2020-11-17-11,Format5,720,300,216000,Inter226,Web,Mobile,Display,212424,151779,123141,16720,1709.51,0.35,1111.18,13.58,13.88,0.1,0,0.6528571709330688
10250,2020-10-16-2,Format1,300,250,75000,Inter228,Video,Mobile,Video,1492476,1009095,967844,2605,1709.58,0.35,1111.23,0.27,1.77,0.66,3,0.5354322152763569
10251,2020-10-23-5,Format1,300,250,75000,Inter218,App,Mobile,Video,1425451,882317,860740,2222,1709.66,0.35,1111.28,0.26,1.99,0.77,3,0.5270940895100504
10252,2020-11-16-6,Format4,120,600,72000,Inter224,Web,Desktop,Display,129466,98974,83348,10408,1709.9,0.35,1111.44,12.49,20.52,0.16,2,0.4760019538105556
10253,2020-9-22-4,Format2,728,90,65520,Inter223,Web,Mobile,Video,1802428,1069210,1029317,1108,1710.05,0.35,1111.53,0.11,1.66,1.54,3,0.4110144653844003
10254,2020-10-25-15,Format3,480,70,33600,Inter226,Web,Mobile,Video,2650884,1008856,934895,6659,1710.12,0.35,1111.58,0.71,1.83,0.26,3,0.5987429012490895
10255,2020-11-23-6,Format6,336,250,84000,Inter221,App,Mobile,Display,160461,111350,92087,11371,1710.47,0.35,1111.81,12.35,18.57,0.15,0,0.06998259653039975
10256,2020-9-27-11,Format6,336,250,84000,Inter221,App,Mobile,Display,1333901,721454,679517,5020,1710.6,0.35,1111.89,0.74,2.52,0.34,3,0.3463279456163458
10257,2020-11-20-12,Format5,720,300,216000,Inter229,Video,Desktop,Video,217465,147494,115256,15532,1710.84,0.35,1112.04,13.48,14.84,0.11,0,0.6396486626835155
10258,2020-9-29-18,Format3,480,70,33600,Inter219,Video,Desktop,Display,2081197,919294,874461,5777,1711.04,0.35,1112.18,0.66,1.96,0.3,3,0.6185487836238082
10259,2020-9-20-19,Format5,720,300,216000,inter230,Video,Mobile,Display,483977,233045,202170,24997,1711.1,0.35,1112.21,12.36,8.46,0.07,0,0.6244077265867931
10260,2020-10-23-12,Format3,480,70,33600,Inter218,App,Mobile,Video,1954760,947373,888768,4484,1711.14,0.35,1112.24,0.5,1.93,0.38,3,0.6423396589029141
10261,2020-9-25-17,Format3,480,70,33600,Inter224,Web,Desktop,Video,1735385,886438,835761,5511,1711.35,0.35,1112.38,0.66,2.05,0.31,3,0.618929170761547
10262,2020-10-23-11,Format6,336,250,84000,Inter220,Web,Mobile,Display,1870066,854462,798860,4191,1711.63,0.35,1112.56,0.52,2.14,0.41,3,0.40434997829780817
10263,2020-9-22-5,Format1,300,250,75000,Inter218,App,Mobile,Video,1476774,947250,916378,2476,1711.65,0.35,1112.57,0.27,1.87,0.69,3,0.5336244485274025
10264,2020-11-11-5,Format1,300,250,75000,Inter226,Web,Mobile,Video,1628709,897249,867270,2096,1712.05,0.35,1112.83,0.24,1.97,0.82,3,0.5260871810916591
10265,2020-9-16-20,Format3,480,70,33600,Inter220,Web,Mobile,Video,4344940,1345727,1255111,8462,1712.11,0.35,1112.87,0.67,1.36,0.2,3,0.4898748487862273
10266,2020-9-26-13,Format3,480,70,33600,Inter220,Web,Mobile,Video,2150673,941358,860897,5797,1712.13,0.35,1112.89,0.67,1.99,0.3,3,0.6183686752122778
10267,2020-9-23-10,Format3,480,70,33600,Inter229,Video,Desktop,Display,2137113,850493,788251,5292,1712.16,0.35,1112.9,0.67,2.17,0.32,3,0.6235805986276074
10268,2020-10-2-4,Format2,728,90,65520,Inter225,Video,Mobile,Display,2296382,1213334,1160750,1139,1712.56,0.35,1113.16,0.1,1.48,1.5,3,0.3863667374628734
10269,2020-9-6-17,Format3,480,70,33600,Inter229,Video,Desktop,Display,2060013,956234,904095,5302,1712.71,0.35,1113.26,0.59,1.89,0.32,3,0.627106451841584
10270,2020-10-30-12,Format3,480,70,33600,inter230,Video,Mobile,Display,2229368,1097353,1042207,4345,1712.86,0.35,1113.36,0.42,1.64,0.39,3,0.640877058408381
10271,2020-9-14-21,Format5,720,300,216000,Inter222,Video,Desktop,Video,478722,222886,196852,24666,1713.56,0.35,1113.81,12.53,8.7,0.07,0,0.6288625206588996
10272,2020-11-21-15,Format5,720,300,216000,Inter221,App,Mobile,Video,304029,190005,149588,20486,1713.64,0.35,1113.87,13.69,11.46,0.08,0,0.6592612020033184
10273,2020-10-12-20,Format3,480,70,33600,Inter222,Video,Desktop,Video,2895233,1320046,1265018,6386,1713.65,0.35,1113.87,0.5,1.35,0.27,3,0.5861650302530329
10274,2020-11-17-8,Format5,720,300,216000,Inter218,App,Mobile,Display,209969,144225,122149,16330,1714.7,0.35,1114.56,13.37,14.04,0.11,0,0.6511372344819509
10275,2020-9-11-20,Format5,720,300,216000,Inter226,Web,Mobile,Display,511504,236641,200806,19837,1714.78,0.35,1114.61,9.88,8.54,0.09,0,0.6487018961393088
10276,2020-11-6-7,Format6,336,250,84000,Inter227,App,Mobile,Video,1093793,628740,603624,2851,1715.36,0.35,1114.98,0.47,2.84,0.6,3,0.4155505670537476
10277,2020-9-24-13,Format3,480,70,33600,Inter227,App,Mobile,Video,2253177,928304,861099,6306,1715.38,0.35,1115.0,0.73,1.99,0.27,3,0.6055190557588722
10278,2020-9-6-13,Format7,300,600,180000,inter230,Video,Mobile,Video,359072,205016,168001,18285,1715.57,0.35,1115.12,10.88,10.21,0.09,0,0.15423305747307706
10279,2020-10-6-17,Format3,480,70,33600,Inter227,App,Mobile,Display,3024681,1022831,957437,6456,1715.84,0.35,1115.3,0.67,1.79,0.27,3,0.5964957251646605
10280,2020-9-2-19,Format5,720,300,216000,Inter222,Video,Desktop,Display,476921,231185,193728,22091,1716.53,0.35,1115.74,11.4,8.86,0.08,0,0.648137683448958
10281,2020-9-14-10,Format6,336,250,84000,Inter218,App,Mobile,Video,355017,194190,167349,17746,1716.59,0.35,1115.78,10.6,10.26,0.1,0,0.23278380650691177
10282,2020-10-10-17,Format5,720,300,216000,Inter229,Video,Desktop,Display,443486,228367,184271,19384,1716.9,0.35,1115.99,10.52,9.32,0.09,0,0.6596572050566326
10283,2020-11-21-14,Format3,480,70,33600,Inter225,Video,Mobile,Video,2282527,1013626,965984,4219,1716.94,0.35,1116.01,0.44,1.78,0.41,3,0.6455198923759004
10284,2020-10-27-13,Format3,480,70,33600,Inter223,Web,Mobile,Video,2224967,882368,825338,4974,1717.07,0.35,1116.1,0.6,2.08,0.35,3,0.6333579431366729
10285,2020-11-22-16,Format3,480,70,33600,Inter227,App,Mobile,Display,2797227,1113357,1054554,5448,1717.17,0.35,1116.16,0.52,1.63,0.32,3,0.6186332443131828
10286,2020-9-15-21,Format5,720,300,216000,Inter228,Video,Mobile,Display,464696,225026,198211,23883,1717.52,0.35,1116.39,12.05,8.67,0.07,0,0.6351437253499205
10287,2020-10-5-18,Format5,720,300,216000,Inter223,Web,Mobile,Video,366335,206232,172985,19598,1717.56,0.35,1116.41,11.33,9.93,0.09,0,0.665245165225114
10288,2020-9-8-13,Format3,480,70,33600,Inter226,Web,Mobile,Video,2105008,926514,868182,4605,1717.67,0.35,1116.49,0.53,1.98,0.37,3,0.64022349911803
10289,2020-9-13-18,Format7,300,600,180000,Inter225,Video,Mobile,Display,3041226,1010211,939559,7417,1717.89,0.35,1116.63,0.79,1.83,0.23,3,0.004973760637105804
10290,2020-9-12-18,Format7,300,600,180000,Inter227,App,Mobile,Display,415355,211556,178920,16534,1718.24,0.35,1116.86,9.24,9.6,0.1,0,0.1392103748290679
10291,2020-9-30-18,Format3,480,70,33600,Inter217,Web,Desktop,Video,2046275,964016,918349,5825,1718.41,0.35,1116.97,0.63,1.87,0.3,3,0.6187431477453915
10292,2020-9-15-8,Format3,480,70,33600,Inter218,App,Mobile,Video,982217,598476,577703,3331,1718.56,0.35,1117.06,0.58,2.97,0.52,3,0.6202771531939564
10293,2020-10-2-16,Format5,720,300,216000,inter230,Video,Mobile,Video,389974,216881,188700,22250,1718.68,0.35,1117.14,11.79,9.11,0.08,0,0.6497106540488274
10294,2020-9-24-17,Format3,480,70,33600,Inter227,App,Mobile,Display,1680618,841844,796598,5081,1718.7,0.35,1117.16,0.64,2.16,0.34,3,0.6268752206242094
10295,2020-10-9-10,Format3,480,70,33600,Inter219,Video,Desktop,Display,1699434,692060,652760,3704,1719.88,0.35,1117.92,0.57,2.63,0.46,3,0.639538670392658
10296,2020-9-5-9,Format7,300,600,180000,Inter222,Video,Desktop,Display,157475,121980,107045,16078,1719.9,0.35,1117.93,15.02,16.07,0.11,0,0.07334813291799162
10297,2020-9-23-10,Format5,720,300,216000,inter230,Video,Mobile,Display,288249,179012,156916,18593,1719.9,0.35,1117.94,11.85,10.96,0.09,0,0.6698872225221659
10298,2020-10-19-22,Format5,720,300,216000,Inter223,Web,Mobile,Video,699727,270978,227385,22613,1719.97,0.35,1117.98,9.94,7.56,0.08,0,0.6251932101864965
10299,2020-11-5-16,Format3,480,70,33600,Inter229,Video,Desktop,Display,1756650,943827,901222,4890,1720.06,0.35,1118.04,0.54,1.91,0.35,3,0.6334171080334504
10300,2020-9-30-19,Format3,480,70,33600,Inter224,Web,Desktop,Display,2526778,1136230,1085120,6426,1720.13,0.35,1118.09,0.59,1.59,0.27,3,0.603218237386553
10301,2020-11-24-6,Format7,300,600,180000,Inter222,Video,Desktop,Video,1800408,877005,853162,1972,1720.21,0.35,1118.13,0.23,2.02,0.87,3,0.16446227933348648
10302,2020-10-6-22,Format5,720,300,216000,Inter227,App,Mobile,Video,465289,226293,197922,23615,1720.23,0.35,1118.15,11.93,8.69,0.07,0,0.6372533751695043
10303,2020-10-14-7,Format7,300,600,180000,Inter224,Web,Desktop,Video,199286,139377,121015,16939,1720.62,0.35,1118.41,14.0,14.22,0.1,0,0.10442659740465134
10304,2020-10-30-10,Format5,720,300,216000,Inter224,Web,Desktop,Display,155325,109998,93843,17082,1720.9,0.35,1118.58,18.2,18.34,0.1,0,0.5489705341026476
10305,2020-10-14-16,Format7,300,600,180000,Inter217,Web,Desktop,Display,390359,201393,164046,17297,1721.18,0.35,1118.77,10.54,10.49,0.1,0,0.1427755052659718
10306,2020-11-2-20,Format3,480,70,33600,Inter222,Video,Desktop,Video,4408459,1444824,1362587,6645,1721.25,0.35,1118.81,0.49,1.26,0.26,3,0.48469039008002124
10307,2020-11-18-13,Format3,480,70,33600,Inter223,Web,Mobile,Display,2357949,1063251,1001321,5206,1721.63,0.35,1119.06,0.52,1.72,0.33,3,0.6284540828840792
10308,2020-9-26-14,Format3,480,70,33600,inter230,Video,Mobile,Display,2157479,937807,853048,6001,1721.77,0.35,1119.15,0.7,2.02,0.29,3,0.613758812362971
10309,2020-10-1-3,Format4,120,600,72000,Inter229,Video,Desktop,Video,153675,117831,98357,13498,1721.93,0.35,1119.25,13.72,17.51,0.13,2,0.4556534517224168
10310,2020-10-9-15,Format3,480,70,33600,inter230,Video,Mobile,Video,1899889,755771,704984,4487,1722.17,0.35,1119.41,0.64,2.44,0.38,3,0.6339827574248835
10311,2020-9-19-20,Format5,720,300,216000,Inter220,Web,Mobile,Video,457395,237437,196228,19406,1722.38,0.35,1119.55,9.89,8.78,0.09,0,0.6520196071900959
10312,2020-9-12-19,Format3,480,70,33600,Inter219,Video,Desktop,Video,2152517,1072035,1039814,5404,1722.48,0.35,1119.61,0.52,1.66,0.32,3,0.6249570703207895
10313,2020-10-23-8,Format5,720,300,216000,Inter222,Video,Desktop,Video,220820,149734,127723,14528,1722.75,0.35,1119.79,11.37,13.49,0.12,0,0.6515755139159096
10314,2020-9-23-16,Format5,720,300,216000,Inter226,Web,Mobile,Display,349459,196704,171898,21685,1722.97,0.35,1119.93,12.62,10.02,0.08,0,0.656638386415316
10315,2020-9-7-17,Format3,480,70,33600,Inter224,Web,Desktop,Video,2172189,1001019,952585,5409,1723.35,0.35,1120.18,0.57,1.81,0.32,3,0.6266360921241078
10316,2020-9-6-17,Format6,336,250,84000,Inter226,Web,Mobile,Display,2942498,1183594,1098343,6759,1723.78,0.35,1120.46,0.62,1.57,0.26,3,0.36252565054287944
10317,2020-10-29-21,Format3,480,70,33600,Inter223,Web,Mobile,Display,4089993,1337959,1243415,6506,1723.9,0.35,1120.54,0.52,1.39,0.26,3,0.5245185421691904
10318,2020-9-18-9,Format3,480,70,33600,Inter221,App,Mobile,Video,1872460,845628,796856,4244,1724.02,0.35,1120.61,0.53,2.16,0.41,3,0.6446583948210182
10319,2020-10-25-22,Format5,720,300,216000,inter230,Video,Mobile,Video,621382,255051,205376,21984,1724.22,0.35,1120.74,10.7,8.4,0.08,0,0.6415216767006187
10320,2020-10-8-9,Format3,480,70,33600,inter230,Video,Mobile,Display,1747149,697169,650594,3816,1724.56,0.35,1120.96,0.59,2.65,0.45,3,0.6387787108467444
10321,2020-9-26-7,Format3,480,70,33600,Inter227,App,Mobile,Display,1023265,630409,600778,3648,1724.86,0.35,1121.16,0.61,2.87,0.47,3,0.6223304148244863
10322,2020-9-27-17,Format6,336,250,84000,Inter218,App,Mobile,Display,1690743,807772,766584,5252,1725.11,0.35,1121.32,0.69,2.25,0.33,3,0.3608391129263747
10323,2020-10-14-15,Format7,300,600,180000,Inter229,Video,Desktop,Display,2166542,806998,750237,4799,1725.22,0.35,1121.4,0.64,2.3,0.36,3,0.02269049046007975
10324,2020-9-25-7,Format5,720,300,216000,Inter220,Web,Mobile,Video,193645,139278,122040,17648,1725.49,0.35,1121.57,14.46,14.14,0.1,0,0.6451231974942807
10325,2020-11-15-20,Format3,480,70,33600,Inter218,App,Mobile,Video,3789345,1316988,1223047,7175,1726.08,0.35,1121.95,0.59,1.41,0.24,3,0.5398181925826192
10326,2020-11-1-17,Format3,480,70,33600,Inter222,Video,Desktop,Video,3154715,1132072,1062290,5847,1726.46,0.35,1122.2,0.55,1.63,0.3,3,0.6039133172206332
10327,2020-10-3-18,Format5,720,300,216000,Inter227,App,Mobile,Video,401936,212897,178231,18848,1726.57,0.35,1122.27,10.58,9.69,0.09,0,0.6630889699372529
10328,2020-10-4-7,Format5,720,300,216000,Inter229,Video,Desktop,Video,202356,145828,128424,20030,1726.65,0.35,1122.32,15.6,13.44,0.09,0,0.6376060442030246
10329,2020-10-7-7,Format4,120,600,72000,inter230,Video,Mobile,Display,186617,130748,110037,14879,1726.7,0.35,1122.35,13.52,15.69,0.12,2,0.43345152194061076
10330,2020-9-20-11,Format5,720,300,216000,Inter224,Web,Desktop,Video,376690,200130,167023,19166,1726.76,0.35,1122.39,11.48,10.34,0.09,0,0.6676474569189136
10331,2020-10-30-18,Format3,480,70,33600,Inter219,Video,Desktop,Display,1776906,926737,884702,4680,1726.95,0.35,1122.51,0.53,1.95,0.37,3,0.6383495702993641
10332,2020-9-17-19,Format5,720,300,216000,Inter220,Web,Mobile,Display,490960,239553,202050,20087,1726.95,0.35,1122.52,9.94,8.55,0.09,0,0.6484136927149876
10333,2020-9-21-11,Format3,480,70,33600,Inter221,App,Mobile,Video,1533253,767387,725463,4937,1727.23,0.35,1122.7,0.68,2.38,0.35,3,0.6231211910304275
10334,2020-10-3-17,Format3,480,70,33600,Inter225,Video,Mobile,Display,2646412,936607,865444,6516,1727.55,0.35,1122.91,0.75,2.0,0.27,3,0.6007789015090382
10335,2020-9-4-6,Format4,120,600,72000,Inter219,Video,Desktop,Display,110056,94137,80220,11391,1727.6,0.35,1122.94,14.2,21.54,0.15,2,0.45993610689667824
10336,2020-11-20-10,Format5,720,300,216000,Inter220,Web,Mobile,Display,222794,149874,121501,17461,1727.6,0.35,1122.94,14.37,14.22,0.1,0,0.6450275166144692
10337,2020-10-22-16,Format5,720,300,216000,Inter225,Video,Mobile,Video,387925,219898,180567,17093,1727.75,0.35,1123.03,9.47,9.57,0.1,0,0.6555974687493075
10338,2020-10-24-8,Format5,720,300,216000,inter230,Video,Mobile,Video,237154,154538,129904,15295,1727.78,0.35,1123.06,11.77,13.3,0.11,0,0.6573007881152861
10339,2020-11-11-9,Format5,720,300,216000,Inter225,Video,Mobile,Video,212112,148104,124256,15266,1728.58,0.35,1123.58,12.29,13.91,0.11,0,0.6517367533921128
10340,2020-10-11-17,Format3,480,70,33600,inter230,Video,Mobile,Video,2653298,1056363,992405,5949,1728.9,0.35,1123.79,0.6,1.74,0.29,3,0.6121895131658489
10341,2020-9-17-18,Format3,480,70,33600,inter230,Video,Mobile,Display,2015782,1003288,957105,5507,1729.97,0.35,1124.48,0.58,1.81,0.31,3,0.6228789216730546
10342,2020-10-24-16,Format3,480,70,33600,Inter221,App,Mobile,Display,2492791,969150,897036,6172,1730.41,0.35,1124.77,0.69,1.93,0.28,3,0.6090417570118877
10343,2020-10-11-11,Format5,720,300,216000,Inter228,Video,Mobile,Display,414144,217349,172643,19146,1730.46,0.35,1124.8,11.09,10.02,0.09,0,0.6656701269626822
10344,2020-11-18-0,Format3,480,70,33600,Inter219,Video,Desktop,Video,2437459,1146123,1072044,3873,1730.52,0.35,1124.84,0.36,1.61,0.45,3,0.6432889164582052
10345,2020-10-28-17,Format5,720,300,216000,Inter220,Web,Mobile,Video,469775,228630,188475,21294,1730.62,0.35,1124.9,11.3,9.18,0.08,0,0.6542793217264686
10346,2020-11-16-19,Format3,480,70,33600,Inter220,Web,Mobile,Video,3986005,1426105,1335669,6803,1730.77,0.35,1125.0,0.51,1.3,0.25,3,0.5130377815784097
10347,2020-10-31-20,Format3,480,70,33600,Inter221,App,Mobile,Video,2317676,1053418,1005554,5390,1731.27,0.35,1125.32,0.54,1.72,0.32,3,0.6255795107639682
10348,2020-9-17-8,Format3,480,70,33600,Inter225,Video,Mobile,Display,1077599,657676,635415,3258,1731.74,0.35,1125.63,0.51,2.73,0.53,3,0.6288697927770632
10349,2020-9-10-16,Format3,480,70,33600,Inter222,Video,Desktop,Display,2542196,1088122,1016953,6001,1732.19,0.35,1125.92,0.59,1.7,0.29,3,0.6127651439512745
10350,2020-9-14-6,Format1,300,250,75000,Inter218,App,Mobile,Video,1600380,840369,821588,2103,1732.43,0.35,1126.08,0.26,2.11,0.82,3,0.5225357770406821
10351,2020-9-24-11,Format3,480,70,33600,Inter223,Web,Mobile,Display,1068344,620877,584292,4104,1732.5,0.35,1126.12,0.7,2.97,0.42,3,0.6146163817441477
10352,2020-9-19-9,Format3,480,70,33600,Inter225,Video,Mobile,Video,1938354,870944,821006,4767,1732.53,0.35,1126.15,0.58,2.11,0.36,3,0.636116348483158
10353,2020-9-17-18,Format3,480,70,33600,Inter223,Web,Mobile,Display,3107551,1145023,1058116,6916,1733.02,0.35,1126.46,0.65,1.64,0.25,3,0.585504931491283
10354,2020-10-27-3,Format4,120,600,72000,Inter222,Video,Desktop,Display,155275,119679,99258,12876,1733.11,0.35,1126.52,12.97,17.46,0.13,2,0.46205548541116664
10355,2020-11-24-7,Format6,336,250,84000,Inter220,Web,Mobile,Display,176208,125148,107069,15591,1733.2,0.35,1126.58,14.56,16.19,0.11,0,0.15231818353070106
10356,2020-11-17-9,Format5,720,300,216000,Inter222,Video,Desktop,Video,166406,125164,107577,18371,1733.26,0.35,1126.62,17.08,16.11,0.09,0,0.596753626161856
