,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,Cluster_km,SSamp
7923,2020-11-11-3,Format1,300,250,75000,Inter219,Video,Desktop,Video,1322389,719106,691066,1516,1274.37,0.35,828.34,0.22,1.84,0.84,3,0.5051938583928455
7924,2020-11-11-14,Format3,480,70,33600,Inter221,App,Mobile,Video,1195881,622946,596675,2976,1274.38,0.35,828.35,0.5,2.14,0.43,3,0.6280868217357288
7925,2020-10-7-23,Format5,720,300,216000,Inter229,Video,Desktop,Display,537737,205303,177052,17946,1274.47,0.35,828.4,10.14,7.2,0.07,0,0.6380182123172765
7926,2020-9-9-10,Format3,480,70,33600,Inter217,Web,Desktop,Display,975454,510517,487736,2761,1274.84,0.35,828.65,0.57,2.61,0.46,3,0.6121972730255301
7927,2020-11-9-17,Format5,720,300,216000,Inter221,App,Mobile,Display,552837,202229,174380,25433,1275.33,0.35,828.96,14.58,7.31,0.05,0,0.5995477183750754
7928,2020-11-9-18,Format5,720,300,216000,Inter222,Video,Desktop,Display,584045,206145,176770,25529,1275.77,0.35,829.25,14.44,7.22,0.05,0,0.5983985523129054
7929,2020-11-16-7,Format5,720,300,216000,Inter222,Video,Desktop,Video,171111,117175,100967,14285,1275.81,0.35,829.27,14.15,12.64,0.09,0,0.6580459376235629
7930,2020-9-3-15,Format5,720,300,216000,inter230,Video,Mobile,Video,246033,141668,120608,13523,1275.88,0.35,829.32,11.21,10.58,0.09,0,0.6619552719704246
7931,2020-10-5-22,Format3,480,70,33600,Inter225,Video,Mobile,Video,4106644,1096531,1002321,6462,1276.01,0.35,829.4,0.64,1.27,0.2,3,0.5416835347067137
7932,2020-9-12-15,Format5,720,300,216000,Inter217,Web,Desktop,Video,238124,139190,122622,15037,1276.31,0.35,829.6,12.26,10.41,0.08,0,0.6687001132565372
7933,2020-9-24-6,Format3,480,70,33600,Inter224,Web,Desktop,Display,1283139,564199,525756,2700,1276.49,0.35,829.72,0.51,2.43,0.47,3,0.6261392108120896
7934,2020-9-15-6,Format6,336,250,84000,Inter227,App,Mobile,Display,1294569,573372,541657,2848,1276.7,0.35,829.85,0.53,2.36,0.45,3,0.38486220347992145
7935,2020-9-8-12,Format3,480,70,33600,Inter228,Video,Mobile,Video,1044740,544137,517326,2728,1276.98,0.35,830.03,0.53,2.47,0.47,3,0.6192909568519548
7936,2020-11-23-5,Format4,120,600,72000,Inter225,Video,Mobile,Video,133924,84523,68473,8269,1276.97,0.35,830.03,12.08,18.65,0.15,2,0.5412841703947487
7937,2020-9-15-9,Format5,720,300,216000,Inter220,Web,Mobile,Display,144954,101467,89715,13784,1277.19,0.35,830.18,15.36,14.24,0.09,0,0.6334174091372374
7938,2020-11-21-23,Format3,480,70,33600,Inter223,Web,Mobile,Display,3265150,1196925,1137415,4289,1277.42,0.35,830.32,0.38,1.12,0.3,3,0.6024042910957782
7939,2020-10-30-9,Format3,480,70,33600,Inter218,App,Mobile,Video,1091746,605736,580729,2564,1277.9,0.35,830.64,0.44,2.2,0.5,3,0.6287601144656848
7940,2020-9-5-22,Format5,720,300,216000,Inter222,Video,Desktop,Display,479663,186131,163812,20572,1278.05,0.35,830.73,12.56,7.8,0.06,0,0.6436160646846586
7941,2020-10-7-11,Format5,720,300,216000,Inter229,Video,Desktop,Display,184405,118809,103530,15436,1278.08,0.35,830.75,14.91,12.35,0.08,0,0.6566600092131294
7942,2020-9-15-15,Format7,300,600,180000,Inter224,Web,Desktop,Video,1124664,599300,574443,3537,1278.85,0.35,831.25,0.62,2.23,0.36,0,0.004021693468674742
7943,2020-11-22-5,Format4,120,600,72000,Inter225,Video,Mobile,Video,104954,74107,60350,7896,1278.88,0.35,831.27,13.08,21.19,0.16,2,0.5234930934546537
7944,2020-11-9-1,Format5,720,300,216000,inter230,Video,Mobile,Video,281774,164563,134543,12769,1278.91,0.35,831.29,9.49,9.51,0.1,0,0.6426439819022831
7945,2020-10-24-12,Format5,720,300,216000,Inter224,Web,Desktop,Display,161949,115320,96542,13512,1278.92,0.35,831.3,14.0,13.25,0.09,0,0.6516837479209237
7946,2020-9-4-10,Format3,480,70,33600,Inter224,Web,Desktop,Display,762966,475149,454175,2436,1279.16,0.35,831.45,0.54,2.82,0.53,3,0.6032981484563567
7947,2020-9-15-11,Format5,720,300,216000,Inter229,Video,Desktop,Video,154891,100970,85681,10721,1279.45,0.35,831.64,12.51,14.93,0.12,0,0.6153554502024721
7948,2020-10-10-23,Format3,480,70,33600,Inter221,App,Mobile,Video,3047666,1109815,1034375,5229,1279.46,0.35,831.65,0.51,1.24,0.24,3,0.5918411133227296
7949,2020-10-6-13,Format6,336,250,84000,Inter221,App,Mobile,Video,1498323,676199,645617,3887,1279.51,0.35,831.68,0.6,1.98,0.33,3,0.35734283522561144
7950,2020-11-3-14,Format3,480,70,33600,Inter217,Web,Desktop,Display,1259869,633220,604746,3597,1280.02,0.35,832.02,0.59,2.12,0.36,3,0.617754750957652
7951,2020-11-9-9,Format4,120,600,72000,Inter219,Video,Desktop,Display,166613,116325,99342,18634,1280.07,0.35,832.05,18.76,12.89,0.07,2,0.38233880425835703
7952,2020-10-31-3,Format6,336,250,84000,Inter227,App,Mobile,Display,1072285,699370,678272,1757,1280.17,0.35,832.11,0.26,1.89,0.73,3,0.44637999755730146
7953,2020-10-6-15,Format3,480,70,33600,Inter222,Video,Desktop,Video,1593387,716783,685699,4091,1280.24,0.35,832.16,0.6,1.87,0.31,3,0.6173603687701591
7954,2020-10-3-15,Format3,480,70,33600,Inter221,App,Mobile,Display,1440163,734621,702351,4129,1280.89,0.35,832.58,0.59,1.82,0.31,3,0.6157898223285029
7955,2020-11-16-5,Format4,120,600,72000,Inter222,Video,Desktop,Display,105836,79428,66068,8475,1280.94,0.35,832.61,12.83,19.39,0.15,2,0.5365421446757256
7956,2020-10-16-9,Format6,336,250,84000,Inter223,Web,Mobile,Video,848540,529708,505765,2651,1281.1,0.35,832.71,0.52,2.53,0.48,3,0.37575899232247084
7957,2020-9-13-19,Format5,720,300,216000,Inter226,Web,Mobile,Display,412736,183451,154130,16609,1281.63,0.35,833.06,10.78,8.32,0.08,0,0.6549367199858956
7958,2020-9-24-12,Format3,480,70,33600,Inter223,Web,Mobile,Display,1094393,596232,563936,3529,1281.66,0.35,833.08,0.63,2.27,0.36,3,0.6089836058880983
7959,2020-10-24-12,Format5,720,300,216000,Inter219,Video,Desktop,Video,220582,137950,109967,12399,1281.74,0.35,833.13,11.28,11.66,0.1,0,0.6560758892598791
7960,2020-9-22-12,Format6,336,250,84000,Inter227,App,Mobile,Display,298459,150611,128090,14814,1281.75,0.35,833.14,11.57,10.01,0.09,0,0.18421542612319466
7961,2020-9-22-0,Format3,480,70,33600,Inter229,Video,Desktop,Video,1954421,776076,726288,3787,1281.81,0.35,833.18,0.52,1.76,0.34,3,0.6321160609655525
7962,2020-11-17-3,Format1,300,250,75000,Inter227,App,Mobile,Video,1607958,743797,725113,2123,1281.87,0.35,833.21,0.29,1.77,0.6,3,0.5151410220329592
7963,2020-9-18-8,Format5,720,300,216000,Inter219,Video,Desktop,Display,190390,124763,106306,12677,1282.15,0.35,833.4,11.93,12.06,0.1,0,0.658323086658343
7964,2020-10-7-21,Format3,480,70,33600,Inter229,Video,Desktop,Display,3115549,1222675,1176543,5326,1282.15,0.35,833.4,0.45,1.09,0.24,3,0.5861622043308515
7965,2020-11-3-14,Format5,720,300,216000,Inter220,Web,Mobile,Display,284318,149865,122598,15093,1282.33,0.35,833.51,12.31,10.46,0.08,0,0.6691543014161431
7966,2020-10-13-6,Format1,300,250,75000,Inter221,App,Mobile,Display,1360642,677343,664481,1532,1282.74,0.35,833.78,0.23,1.93,0.84,3,0.5029605449927853
7967,2020-9-2-9,Format5,720,300,216000,Inter225,Video,Mobile,Video,142501,98764,88217,14372,1282.86,0.35,833.86,16.29,14.54,0.09,0,0.6231128700550388
7968,2020-9-3-11,Format3,480,70,33600,Inter223,Web,Mobile,Display,1398114,632180,585186,3397,1282.88,0.35,833.88,0.58,2.19,0.38,3,0.6237620257451834
7969,2020-9-22-11,Format5,720,300,216000,Inter224,Web,Desktop,Video,290554,144783,123271,14307,1282.89,0.35,833.88,11.61,10.41,0.09,0,0.6661006890861243
7970,2020-9-14-15,Format5,720,300,216000,Inter229,Video,Desktop,Video,343130,164292,140030,14700,1283.02,0.35,833.96,10.5,9.16,0.09,0,0.6567167610084711
7971,2020-9-22-17,Format5,720,300,216000,Inter222,Video,Desktop,Video,380805,174982,147385,16424,1283.41,0.35,834.22,11.14,8.71,0.08,0,0.6598394565308557
7972,2020-9-3-10,Format5,720,300,216000,Inter219,Video,Desktop,Display,169456,111289,96188,13393,1283.85,0.35,834.5,13.92,13.35,0.1,0,0.6506655491920464
7973,2020-11-6-8,Format4,120,600,72000,Inter217,Web,Desktop,Display,83252,66099,54654,12586,1283.85,0.35,834.5,23.03,23.49,0.1,2,0.4299163715764672
7974,2020-9-22-6,Format4,120,600,72000,Inter225,Video,Mobile,Display,119761,92405,77942,10037,1284.3,0.35,834.8,12.88,16.48,0.13,2,0.535283769458511
7975,2020-10-22-11,Format5,720,300,216000,Inter224,Web,Desktop,Video,138305,104766,89271,12046,1284.49,0.35,834.92,13.49,14.39,0.11,0,0.6324296147145285
7976,2020-9-26-6,Format3,480,70,33600,Inter226,Web,Mobile,Video,1306860,620915,578197,2809,1284.87,0.35,835.17,0.49,2.22,0.46,3,0.6320798947345698
7977,2020-9-10-9,Format3,480,70,33600,Inter221,App,Mobile,Display,1042535,558126,539273,2826,1284.95,0.35,835.22,0.52,2.38,0.45,3,0.6199656484629648
7978,2020-9-8-14,Format3,480,70,33600,Inter220,Web,Mobile,Video,1160362,604160,573388,2974,1285.24,0.35,835.4,0.52,2.24,0.43,3,0.6251187109013562
7979,2020-9-1-20,Format5,720,300,216000,Inter224,Web,Desktop,Video,573338,211722,183727,20212,1285.61,0.35,835.65,11.0,7.0,0.06,0,0.6336676536479721
7980,2020-11-6-9,Format3,480,70,33600,Inter226,Web,Mobile,Display,1112929,600541,578067,2761,1286.0,0.35,835.9,0.48,2.22,0.47,3,0.6278838088178392
7981,2020-10-8-14,Format6,336,250,84000,Inter219,Video,Desktop,Display,188809,117657,102124,14743,1286.04,0.35,835.92,14.44,12.59,0.09,0,0.1574144769429495
7982,2020-9-8-11,Format5,720,300,216000,Inter217,Web,Desktop,Video,147044,98437,86958,13481,1286.29,0.35,836.09,15.5,14.79,0.1,0,0.6240495471582465
7983,2020-10-31-22,Format5,720,300,216000,Inter223,Web,Mobile,Display,621092,203987,167660,19408,1286.91,0.35,836.49,11.58,7.68,0.07,0,0.6457068505545105
7984,2020-10-13-8,Format3,480,70,33600,Inter221,App,Mobile,Video,1034014,573514,545041,2684,1287.84,0.35,837.09,0.49,2.36,0.48,3,0.6230914718934006
7985,2020-11-1-13,Format5,720,300,216000,Inter218,App,Mobile,Display,483612,192107,155597,19864,1287.94,0.35,837.16,12.77,8.28,0.06,0,0.6509784196218944
7986,2020-9-15-22,Format3,480,70,33600,Inter225,Video,Mobile,Video,3990532,1251179,1145147,6780,1288.1,0.35,837.26,0.59,1.12,0.19,3,0.5403479211811368
7987,2020-10-2-0,Format3,480,70,33600,Inter227,App,Mobile,Display,1950296,738485,679055,3491,1288.16,0.35,837.31,0.51,1.9,0.37,3,0.6357203812424159
7988,2020-10-10-13,Format6,336,250,84000,Inter226,Web,Mobile,Video,196929,126509,106737,15407,1288.2,0.35,837.33,14.43,12.07,0.08,0,0.1710045881262265
7989,2020-9-8-21,Format5,720,300,216000,Inter229,Video,Desktop,Video,508876,211274,186600,20985,1288.61,0.35,837.6,11.25,6.91,0.06,0,0.630550454496698
7990,2020-10-22-13,Format5,720,300,216000,inter230,Video,Mobile,Video,153181,113382,96018,12974,1289.08,0.35,837.9,13.51,13.43,0.1,0,0.6494505670530074
7991,2020-9-6-18,Format5,720,300,216000,inter230,Video,Mobile,Display,420753,187921,159320,17681,1289.1,0.35,837.92,11.1,8.09,0.07,0,0.6538377013200163
7992,2020-9-3-15,Format6,336,250,84000,Inter218,App,Mobile,Video,222640,128852,113081,15492,1289.31,0.35,838.05,13.7,11.4,0.08,0,0.17987438650800514
7993,2020-10-9-8,Format5,720,300,216000,Inter220,Web,Mobile,Display,188814,117672,99709,12585,1289.39,0.35,838.11,12.62,12.93,0.1,0,0.6533434342149029
7994,2020-10-6-14,Format3,480,70,33600,Inter217,Web,Desktop,Display,1553919,695509,665261,3942,1289.87,0.35,838.42,0.59,1.94,0.33,3,0.6215620030307513
7995,2020-10-8-22,Format5,720,300,216000,Inter219,Video,Desktop,Video,453526,195921,169980,21031,1290.01,0.35,838.5,12.37,7.59,0.06,0,0.6397630379756017
7996,2020-10-27-3,Format1,300,250,75000,inter230,Video,Mobile,Display,1113284,728755,711660,1832,1290.04,0.35,838.53,0.26,1.81,0.7,3,0.510586219875532
7997,2020-10-25-1,Format5,720,300,216000,Inter217,Web,Desktop,Video,266679,159342,131274,12035,1290.05,0.35,838.53,9.17,9.83,0.11,0,0.6365141198484083
7998,2020-9-3-12,Format3,480,70,33600,Inter224,Web,Desktop,Display,1555596,688714,636617,3624,1290.21,0.35,838.64,0.57,2.03,0.36,3,0.6273274930400307
7999,2020-10-3-14,Format6,336,250,84000,Inter219,Video,Desktop,Display,1289243,681867,651426,3897,1290.39,0.35,838.76,0.6,1.98,0.33,3,0.35289112456004024
8000,2020-11-18-4,Format6,336,250,84000,Inter220,Web,Mobile,Video,1263902,660389,642666,1912,1290.41,0.35,838.77,0.3,2.01,0.67,3,0.44282451181662313
8001,2020-10-7-7,Format3,480,70,33600,Inter226,Web,Mobile,Video,1568116,651494,613886,3321,1291.26,0.35,839.32,0.54,2.1,0.39,3,0.6308022824676383
8002,2020-9-3-15,Format3,480,70,33600,Inter219,Video,Desktop,Display,949091,545208,518241,2957,1292.24,0.35,839.96,0.57,2.49,0.44,3,0.6136525131118775
8003,2020-11-1-3,Format1,300,250,75000,Inter226,Web,Mobile,Display,1232873,778870,757401,1907,1292.37,0.35,840.04,0.25,1.71,0.68,3,0.5168768504667388
8004,2020-10-27-12,Format3,480,70,33600,Inter229,Video,Desktop,Display,1162992,629309,607621,2934,1292.48,0.35,840.11,0.48,2.13,0.44,3,0.6293646724086416
8005,2020-10-23-13,Format5,720,300,216000,Inter224,Web,Desktop,Video,156982,114423,96735,13950,1293.3,0.35,840.64,14.42,13.37,0.09,0,0.6501899741782182
8006,2020-10-22-14,Format6,336,250,84000,Inter217,Web,Desktop,Display,222325,143046,113821,11808,1293.79,0.35,840.96,10.37,11.37,0.11,0,0.13240487921444385
8007,2020-10-11-14,Format3,480,70,33600,inter230,Video,Mobile,Display,1573484,758990,722124,3957,1294.24,0.35,841.26,0.55,1.79,0.33,3,0.6258039344832947
8008,2020-10-1-7,Format5,720,300,216000,Inter227,App,Mobile,Display,182223,116975,101549,13467,1294.32,0.35,841.3,13.26,12.75,0.1,0,0.6582411279277575
8009,2020-10-15-21,Format3,480,70,33600,Inter227,App,Mobile,Video,2070512,1028355,973386,5039,1294.82,0.35,841.63,0.52,1.33,0.26,3,0.6096215753031258
8010,2020-10-23-11,Format5,720,300,216000,Inter221,App,Mobile,Display,146452,108354,92287,12928,1294.85,0.35,841.65,14.01,14.03,0.1,0,0.6408734819787052
8011,2020-10-9-11,Format5,720,300,216000,Inter217,Web,Desktop,Display,195256,118561,98865,12594,1295.06,0.35,841.79,12.74,13.1,0.1,0,0.6520454333911498
8012,2020-9-4-15,Format5,720,300,216000,Inter226,Web,Mobile,Video,239242,142740,122441,12528,1295.33,0.35,841.97,10.23,10.58,0.1,0,0.6512612089268908
8013,2020-9-6-19,Format5,720,300,216000,Inter217,Web,Desktop,Video,448334,196597,166858,18295,1296.48,0.35,842.71,10.96,7.77,0.07,0,0.6492723320103657
8014,2020-11-22-22,Format3,480,70,33600,Inter225,Video,Mobile,Display,2230860,962826,927964,4170,1296.74,0.35,842.88,0.45,1.4,0.31,3,0.6281344484910122
8015,2020-9-16-9,Format5,720,300,216000,Inter217,Web,Desktop,Display,155392,112281,99822,14270,1296.79,0.35,842.92,14.3,12.99,0.09,0,0.6550072485267338
8016,2020-9-18-11,Format3,480,70,33600,Inter218,App,Mobile,Video,1746593,711602,665042,3904,1297.03,0.35,843.07,0.59,1.95,0.33,3,0.6242938076434839
8017,2020-10-27-6,Format4,120,600,72000,Inter228,Video,Mobile,Video,120828,85642,70958,9055,1297.1,0.35,843.12,12.76,18.28,0.14,2,0.5378978351523682
8018,2020-10-9-12,Format5,720,300,216000,Inter226,Web,Mobile,Display,169429,117540,101300,13870,1297.26,0.35,843.22,13.69,12.81,0.09,0,0.6580790903846602
8019,2020-9-6-1,Format1,300,250,75000,Inter218,App,Mobile,Video,1282909,788014,775226,1640,1297.57,0.35,843.42,0.21,1.67,0.79,3,0.5158164968174351
8020,2020-9-13-17,Format5,720,300,216000,Inter218,App,Mobile,Video,380322,175009,148089,16716,1297.62,0.35,843.45,11.29,8.76,0.08,0,0.6611813880840604
8021,2020-10-16-11,Format5,720,300,216000,inter230,Video,Mobile,Video,134106,102934,86845,12551,1297.7,0.35,843.51,14.45,14.94,0.1,0,0.6244008137733618
8022,2020-9-13-13,Format3,480,70,33600,Inter225,Video,Mobile,Display,1218143,655136,630934,3835,1297.94,0.35,843.66,0.61,2.06,0.34,3,0.6139445429896438
8023,2020-10-18-4,Format1,300,250,75000,Inter227,App,Mobile,Video,930756,646734,618348,1732,1298.06,0.35,843.74,0.28,2.1,0.75,3,0.4962704105335023
8024,2020-10-30-14,Format3,480,70,33600,Inter219,Video,Desktop,Display,1078187,648899,624551,3053,1298.27,0.35,843.88,0.49,2.08,0.43,3,0.6274678684306058
8025,2020-9-23-12,Format5,720,300,216000,Inter222,Video,Desktop,Video,287997,152018,127987,14563,1298.39,0.35,843.95,11.38,10.14,0.09,0,0.6656742366594127
8026,2020-9-10-12,Format7,300,600,180000,Inter219,Video,Desktop,Video,136510,98709,86203,13553,1298.43,0.35,843.98,15.72,15.06,0.1,0,0.02067893060539848
8027,2020-10-22-13,Format5,720,300,216000,inter230,Video,Mobile,Video,217707,141276,111845,11604,1298.43,0.35,843.98,10.38,11.61,0.11,0,0.6455165331545891
8028,2020-10-10-12,Format5,720,300,216000,Inter222,Video,Desktop,Video,224964,132817,106020,12924,1298.44,0.35,843.99,12.19,12.25,0.1,0,0.6595334253365559
8029,2020-10-8-13,Format5,720,300,216000,Inter221,App,Mobile,Video,178106,114169,98798,14315,1298.47,0.35,844.0,14.49,13.14,0.09,0,0.6529950717667745
8030,2020-9-10-11,Format5,720,300,216000,Inter218,App,Mobile,Display,168418,114689,95698,11753,1298.48,0.35,844.01,12.28,13.57,0.11,0,0.6415405058635228
8031,2020-10-8-9,Format3,480,70,33600,Inter226,Web,Mobile,Display,958702,532111,512985,2789,1298.59,0.35,844.09,0.54,2.53,0.47,3,0.615854101441353
8032,2020-9-10-7,Format5,720,300,216000,Inter217,Web,Desktop,Video,180805,114366,97909,11740,1298.61,0.35,844.1,11.99,13.26,0.11,0,0.6441205372288619
8033,2020-11-24-3,Format1,300,250,75000,Inter222,Video,Desktop,Display,1299393,738767,712658,1649,1299.08,0.35,844.4,0.23,1.82,0.79,3,0.5118414980021747
8034,2020-11-24-6,Format3,480,70,33600,Inter218,App,Mobile,Display,1286200,681163,642765,2722,1299.33,0.35,844.57,0.42,2.02,0.48,3,0.638064952566214
8035,2020-10-11-1,Format5,720,300,216000,Inter227,App,Mobile,Video,278020,166016,133081,13117,1299.4,0.35,844.61,9.86,9.76,0.1,0,0.6491439526945458
8036,2020-10-10-22,Format6,336,250,84000,Inter228,Video,Mobile,Display,638148,225246,178849,21131,1299.46,0.35,844.65,11.81,7.27,0.06,0,0.25074206818225325
8037,2020-11-20-14,Format3,480,70,33600,Inter222,Video,Desktop,Display,1145314,434056,419394,1850,1299.64,0.35,844.76,0.44,3.1,0.7,3,0.5918906186244888
8038,2020-11-23-4,Format1,300,250,75000,Inter228,Video,Mobile,Video,1198378,707379,685143,1747,1299.8,0.35,844.87,0.25,1.9,0.74,3,0.5100320202655848
8039,2020-9-20-15,Format5,720,300,216000,Inter222,Video,Desktop,Display,372733,175278,146780,16620,1300.16,0.35,845.1,11.32,8.86,0.08,0,0.6620639403566793
8040,2020-9-14-22,Format5,720,300,216000,Inter224,Web,Desktop,Video,371849,169516,150177,18807,1300.39,0.35,845.25,12.52,8.66,0.07,0,0.6590290150062742
8041,2020-11-2-22,Format6,336,250,84000,Inter226,Web,Mobile,Video,2869047,1275758,1232095,4791,1300.45,0.35,845.29,0.39,1.06,0.27,3,0.38452446782510713
8042,2020-10-30-0,Format5,720,300,216000,Inter220,Web,Mobile,Display,155250,110210,94948,13564,1301.02,0.35,845.66,14.29,13.7,0.1,0,0.6462723848415103
8043,2020-9-25-21,Format3,480,70,33600,Inter219,Video,Desktop,Video,2629819,1193291,1126022,5469,1301.03,0.35,845.67,0.49,1.16,0.24,3,0.594853027583034
8044,2020-9-4-4,Format4,120,600,72000,inter230,Video,Mobile,Display,76028,61493,52809,8444,1301.36,0.35,845.88,15.99,24.64,0.15,2,0.4764635736444673
8045,2020-10-30-22,Format5,720,300,216000,Inter227,App,Mobile,Video,632017,217870,181732,18711,1301.43,0.35,845.93,10.3,7.16,0.07,0,0.6368313892653337
8046,2020-9-18-9,Format5,720,300,216000,Inter222,Video,Desktop,Display,152972,111129,97192,14338,1301.5,0.35,845.98,14.75,13.39,0.09,0,0.6491261224443028
8047,2020-9-20-22,Format5,720,300,216000,Inter217,Web,Desktop,Display,422090,186885,162325,20198,1301.77,0.35,846.15,12.44,8.02,0.06,0,0.6482703290507376
8048,2020-11-8-19,Format5,720,300,216000,Inter225,Video,Mobile,Display,496735,175716,141557,19219,1301.88,0.35,846.22,13.58,9.2,0.07,0,0.6580086198690438
8049,2020-11-23-18,Format7,300,600,180000,Inter217,Web,Desktop,Display,476247,203010,160504,22442,1301.9,0.35,846.23,13.98,8.11,0.06,0,0.17863738410551394
8050,2020-9-10-3,Format4,120,600,72000,Inter220,Web,Mobile,Display,84810,69842,59068,9591,1302.21,0.35,846.44,16.24,22.05,0.14,2,0.5012515418586228
8051,2020-11-8-1,Format5,720,300,216000,Inter227,App,Mobile,Video,258960,155852,128235,12867,1302.22,0.35,846.44,10.03,10.15,0.1,0,0.6507286329967865
8052,2020-9-7-15,Format5,720,300,216000,Inter221,App,Mobile,Video,371097,181361,156225,16573,1302.65,0.35,846.72,10.61,8.34,0.08,0,0.6547346388700592
8053,2020-9-4-6,Format3,480,70,33600,Inter221,App,Mobile,Video,1221081,578319,542513,2523,1302.78,0.35,846.81,0.47,2.4,0.52,3,0.6280307304514169
8054,2020-10-23-14,Format5,720,300,216000,Inter217,Web,Desktop,Display,226750,140129,111493,12349,1302.88,0.35,846.87,11.08,11.69,0.11,0,0.6546583859826095
8055,2020-9-21-15,Format5,720,300,216000,Inter220,Web,Mobile,Video,365729,177320,153609,18855,1303.09,0.35,847.01,12.27,8.48,0.07,0,0.6576826875849532
8056,2020-9-20-16,Format5,720,300,216000,Inter226,Web,Mobile,Video,394809,181612,152020,16821,1303.35,0.35,847.17,11.06,8.57,0.08,0,0.6589239253732576
8057,2020-10-23-12,Format5,720,300,216000,Inter217,Web,Desktop,Display,146750,108277,91929,13999,1303.38,0.35,847.2,15.23,14.18,0.09,0,0.6363251136786229
8058,2020-10-22-15,Format5,720,300,216000,Inter228,Video,Mobile,Video,268457,159841,128913,12456,1303.44,0.35,847.24,9.66,10.11,0.1,0,0.645180679725038
8059,2020-11-18-0,Format3,480,70,33600,Inter220,Web,Mobile,Display,1026741,681829,660505,1996,1303.52,0.35,847.29,0.3,1.97,0.65,3,0.6220750413904818
8060,2020-9-3-10,Format5,720,300,216000,Inter225,Video,Mobile,Video,135936,95610,84391,14289,1303.64,0.35,847.37,16.93,15.45,0.09,0,0.6040938054259882
8061,2020-11-8-17,Format5,720,300,216000,Inter223,Web,Mobile,Display,521711,198520,170717,25349,1303.7,0.35,847.41,14.85,7.64,0.05,0,0.602421574040886
8062,2020-11-15-22,Format3,480,70,33600,inter230,Video,Mobile,Video,2669715,1170495,1118782,4527,1303.86,0.35,847.51,0.4,1.17,0.29,3,0.6129247850190307
8063,2020-9-23-15,Format3,480,70,33600,Inter220,Web,Mobile,Display,1316784,701880,665537,4015,1303.87,0.35,847.52,0.6,1.96,0.32,3,0.6141898043255927
8064,2020-9-6-16,Format5,720,300,216000,Inter224,Web,Desktop,Display,399225,179572,150312,17120,1304.27,0.35,847.77,11.39,8.68,0.08,0,0.6609466307778767
8065,2020-10-10-10,Format5,720,300,216000,inter230,Video,Mobile,Video,218324,131687,106353,13306,1304.98,0.35,848.24,12.51,12.27,0.1,0,0.6615433538101799
8066,2020-9-11-11,Format3,480,70,33600,Inter224,Web,Desktop,Display,1756098,894103,846784,3615,1305.02,0.35,848.26,0.43,1.54,0.36,3,0.6396153924310681
8067,2020-10-23-10,Format3,480,70,33600,Inter223,Web,Mobile,Video,1074675,591942,569171,2723,1305.19,0.35,848.37,0.48,2.29,0.48,3,0.62655224599704
8068,2020-10-8-16,Format3,480,70,33600,Inter217,Web,Desktop,Display,1568681,739312,711909,3874,1305.24,0.35,848.4,0.54,1.83,0.34,3,0.6278750405168095
8069,2020-11-5-15,Format3,480,70,33600,Inter224,Web,Desktop,Video,1351411,700071,671637,3556,1305.31,0.35,848.45,0.53,1.94,0.37,3,0.6281892343328549
8070,2020-9-16-22,Format3,480,70,33600,Inter226,Web,Mobile,Video,4050123,1270302,1181013,6650,1305.41,0.35,848.52,0.56,1.11,0.2,3,0.5372695457322009
8071,2020-10-6-21,Format3,480,70,33600,Inter219,Video,Desktop,Video,3245834,1188085,1140648,5336,1305.52,0.35,848.59,0.47,1.14,0.24,3,0.58491627571147
8072,2020-10-20-0,Format3,480,70,33600,Inter223,Web,Mobile,Display,2330088,953377,883321,3901,1305.76,0.35,848.74,0.44,1.48,0.33,3,0.6329074258429517
8073,2020-10-3-4,Format4,120,600,72000,Inter217,Web,Desktop,Video,113254,82799,69381,9845,1305.97,0.35,848.88,14.19,18.82,0.13,2,0.5291473049932541
8074,2020-10-20-14,Format5,720,300,216000,Inter229,Video,Desktop,Video,259982,153777,124946,12858,1306.86,0.35,849.46,10.29,10.46,0.1,0,0.6534973646650998
8075,2020-9-10-14,Format3,480,70,33600,Inter223,Web,Mobile,Video,1975873,811045,761717,3818,1307.08,0.35,849.6,0.5,1.72,0.34,3,0.6340446374373688
8076,2020-9-12-12,Format3,480,70,33600,Inter225,Video,Mobile,Display,1824717,789668,740087,3858,1307.15,0.35,849.65,0.52,1.77,0.34,3,0.6325212542293511
8077,2020-9-24-13,Format3,480,70,33600,Inter222,Video,Desktop,Display,1184751,640590,607857,3761,1307.75,0.35,850.04,0.62,2.15,0.35,3,0.6138099508949244
8078,2020-10-12-22,Format6,336,250,84000,Inter221,App,Mobile,Video,682811,218699,181710,19197,1308.44,0.35,850.48,10.56,7.2,0.07,0,0.23831213668378665
8079,2020-9-26-15,Format3,480,70,33600,Inter228,Video,Mobile,Video,1264207,667435,630742,4038,1309.05,0.35,850.88,0.64,2.08,0.32,3,0.6097772634204606
8080,2020-9-2-9,Format5,720,300,216000,Inter228,Video,Mobile,Display,173413,111686,97684,12837,1309.23,0.35,851.0,13.14,13.4,0.1,0,0.6501982244118364
8081,2020-10-6-23,Format5,720,300,216000,Inter227,App,Mobile,Display,587039,215257,186680,19802,1309.34,0.35,851.07,10.61,7.01,0.07,0,0.6344006325637357
